Title, Birthyear, occupationgroup
Abraham_Byandala,1950,['engineer']
Abraham_Charnes,,academic
Abraham_Colles,,medical
Abraham_David_Sofaer,1938,judiciary
Abraham_Edwards,1796,office_holder
Abraham_Eraly,1934,author/journalist
Abraham_Esau,1884,academic
Abraham_Fitzgibbon,1823,[]
Abraham_Flexner,,medical
Abraham_Garrod_Thomas,1853,[]
Abraham_Gotthelf_Kästner,,academic
Abraham_H._Haddad,,academic
Abraham_H._Taub,,academic
Abraham_H._de_Vries,1937,[]
Abraham_Herr_Smith,1815,politician
Abraham_Iyambo,1961,office_holder
Abraham_Kattumana,1944,"['cleric', 'cardinal']"
Abraham_Kazen,1919,office_holder
Abraham_Kirkpatrick_Lewis,1815,[]
Abraham_Klein_(physicist),1927,academic
Abraham_Kuyper,,politician
Abraham_Lilienfeld,,academic
Abraham_Lincoln_Keister,1852,office_holder
Abraham_Lincoln_McCrimmon,1865,[]
Abraham_Lubin,1937,['hazzan']
Abraham_M._Schermerhorn,1791,politician
Abraham_Maslow,,academic
Abraham_McClellan_(Tennessee_politician),,office_holder
Abraham_Neyman,1949,academic
Abraham_Nitzan,1944,academic
Abraham_Nott,1768,politician
Abraham_Pais,,academic
Abraham_Pineo_Gesner,,medical
Abraham_Robinson,,academic
Abraham_S._Fischler,1928,office_holder
Abraham_Samad,1966,office_holder
Abraham_Seidenberg,1916,academic
Abraham_Shek,1945,politician
Abraham_Silberschatz,,academic
Abraham_Sinkov,,academic
Abraham_Tesser,,academic
Abraham_Van_Vechten,1762,office_holder
Abraham_Vater,1684,academic
Abraham_Verghese,1955,author/journalist
Abraham_Villon,1990,athlete
Abraham_Wald,,academic
Abraham_Weiss,1895,[]
Abraham_Ziv,1940,academic
Abram_Ilyich_Fet,1924,academic
Abram_Penn_Staples,1885,office_holder
Abram_S._Isaacs,1851,author/journalist
Abram_Samoilovitch_Besicovitch,,academic
Abrar_Hussain_(general),1918,['military person']
Abrie_Griesel,1992,athlete
Abu_Aiah_Koroma,,politician
Abu_Ammaar_Yasir_Qadhi,1975,[]
Abu_Bakar_Abdullah,1955,office_holder
Abu_Bakar_Suleiman,,office_holder
Abu_Bakr_Ahmad_Haleem,1897,academic
Abu_Bakr_Baira,,office_holder
Abu_Bakr_al-Qirbi,,office_holder
Abu_Belal_Muhammad_Shafiul_Huq,,office_holder
Abu_Chiaba,1947,office_holder
Abu_H_Imamuddin,,[]
Abu_Hena_Mustafa_Kamal,1936,[]
Abu_Sadat_Mohammad_Sayem,,office_holder
Abu_Sayeed_M_Ahmed,,['architect']
Abubakar_Adam_Ibrahim,1979,[]
Abubakar_Sani_Bello,1967,politician
Abubakar_Sani_Sambo,1955,office_holder
Abubakar_Tafawa_Balewa,,politician
Abubakarr_Multi-Kamara,,office_holder
Abul_Asad,,author/journalist
Abul_Fateh,1924,[]
Abul_Fazal_(writer),1903,[]
Abul_Hussain,1922,[]
Abul_Hussam,,academic
Abul_Kalam_Shamsuddin,1897,[]
Abul_Khair_Kashfi,1932,academic
Abul_Khair_Litu,1950,[]
Abul_Lais_Siddiqui,,academic
Abul_Maal_Abdul_Muhith,,office_holder
Abul_Mansur_Ahmed,1898,[]
Abul_Taher,1976,author/journalist
Abulhassan_Navab,1958,office_holder
Abundio_Sagástegui_Alva,1932,academic
Abune_Paulos,,religious_figure
Abílio_Diniz,1936,['chairman']
Acacio_Gabriel_Viegas,1856,[]
Accepted_Frewen,,religious_figure
Ace_Magashule,1959,politician
Ace_Mumford,1898,athlete
Ace_Powell,,artist
Acee_Blue_Eagle,1907,[]
Achal_Bakeri,1960,[]
Achilles_Papapetrou,,academic
Achim_Müller,,academic
Achim_Schwenk,,academic
Achim_Steiner,1961,['united nations environment programme']
Achmad_Soebardjo,1896,office_holder
Achyuta_Samanta,1965,"['kiit university', 'kalinga institute of social sciences']"
Ad_Bax,1956,academic
Ad_Melkert,,office_holder
Ad_Rutschman,1931,athlete
Ada_Comstock,1876,[]
Ada_Deer,1935,office_holder
Ada_Hitchins,1891,academic
Ada_Jack_Carver_Snell,1890,['short story']
Ada_Maddison,1869,academic
Ada_Mills,1912,business_person
Ada_Yonath,1939,academic
Adagur_H._Vishwanath,1949,office_holder
"Adair_Turner,_Baron_Turner_of_Ecchinswell",,office_holder
Adalbert_Schnizlein,1814,academic
Adalbert_Stifter,,author/journalist
Adalbert_Theodor_Michel,1821,academic
Adalberto_Jordan,1961,office_holder
Adalet_Ağaoğlu,1929,author/journalist
Adam_Adler,,[]
Adam_Afriyie,,politician
Adam_Alexander_(sportscaster),1973,[]
Adam_Andrzejewski,1969,office_holder
Adam_Aron,1954,"['united airlines', 'hyatt', 'norwegian cruise line', 'vail resorts', 'chief executive officer']"
Adam_Arthur,1985,athlete
Adam_B._Ellick,,[]
Adam_Baer,1977,[]
Adam_Bagni,1984,author/journalist
Adam_Bandt,1972,office_holder
Adam_Beard,1996,athlete
Adam_Bighill,1988,athlete
Adam_Black,,office_holder
Adam_Boulton,1959,['sky news']
Adam_Bradley_(politician),,office_holder
Adam_Braidwood,1984,athlete
Adam_Braun,1983,['pencils of promise']
Adam_Breneman,1995,athlete
Adam_Brown_(Illinois_politician),1985,office_holder
Adam_Bruce_Thomson,1885,artist
Adam_Burdett,1882,athlete
Adam_Burrows,,academic
Adam_Buszko,1975,[]
Adam_Butler_(politician),,politician
Adam_Byrne,1994,athlete
Adam_Byrnes,1981,athlete
Adam_C._Siepel,1972,academic
Adam_C_Franklin,1980,author/journalist
Adam_Cesare,,[]
Adam_Cheyer,,academic
Adam_Chodzko,1965,artist
Adam_Christian_Clark,,author/journalist
Adam_Christing,1964,medical
Adam_Ciralsky,1971,author/journalist
Adam_Clark,,academic
Adam_Clarke_Snydor,1834,judiciary
Adam_Clay_(soccer),1982,athlete
"Adam_Clayton_Powell,_Jr.",,politician
Adam_Clayton_Powell_IV,,politician
Adam_Crozier,1964,[]
Adam_Darragh,1979,athlete
Adam_Darski,1977,['celebrity']
Adam_Doneger,,athlete
Adam_Dorrel,1974,athlete
Adam_Driggs,,office_holder
Adam_Easton,,"['cleric', 'cardinal']"
Adam_Ebbin,1963,office_holder
Adam_Edelen,,office_holder
Adam_Elliot,1972,artist
Adam_Emirali,1989,athlete
Adam_Empie,1785,office_holder
Adam_Exner,1928,religious_figure
Adam_Ferguson_(photographer),1978,artist
Adam_Fleming_(businessman),1948,[]
Adam_Frank,1962,academic
Adam_František_Kollár,1718,[]
Adam_Freier,,athlete
Adam_G._Ciongoli,1968,judiciary
Adam_Galinsky,,academic
Adam_Garfinkle,1951,author/journalist
Adam_Gazzaley,1968,academic
Adam_Gee_(golfer),1980,athlete
Adam_Gidwitz,1982,author/journalist
Adam_Giede_Böving,1869,academic
Adam_Goldberg_(writer),,author/journalist
Adam_Goode,1983,office_holder
Adam_Grant,1981,author/journalist
Adam_Gray,,office_holder
Adam_Hadwin,1987,athlete
Adam_Harris,1975,office_holder
Adam_Hart,,author/journalist
Adam_Hartung,1957,[]
Adam_Heller,1933,academic
Adam_Henry_(American_football),1972,athlete
Adam_Herbert,,office_holder
Adam_Herz,1972,[]
Adam_Hock,1964,[]
Adam_Hollingsworth,,['chief of staff']
Adam_Holloway,,politician
Adam_Horowitz,,author/journalist
Adam_Houghton,1315,religious_figure
Adam_Hrycaniuk,,athlete
Adam_Ingram_(Labour_politician),,office_holder
Adam_J._Yeend,1980,[]
Adam_James_Dalton,1970,author/journalist
Adam_Jarubas,,office_holder
Adam_Joinson,1970,['cyberpsychology']
Adam_K._Bert,1905,['engineer']
Adam_Kantor,,actor
Adam_Kelso_Fulton,1929,athlete
Adam_Kendon,,academic
Adam_Kennedy_(actor),1922,actor
Adam_Khoo,1974,"['chairman', 'director-general']"
Adam_Kilgarriff,,academic
Adam_King_(congressman),1790,office_holder
Adam_Kinzinger,1978,politician
Adam_Klein_(writer),1962,author/journalist
Adam_Koenig,1971,office_holder
Adam_Konar,,athlete
Adam_Kossowski,1905,artist
Adam_Kotsko,1980,author/journalist
Adam_Krikorian,1974,athlete
Adam_Kuper,,academic
Adam_Laxalt,1978,office_holder
Adam_Leitman_Bailey,1970,[]
Adam_Leventhal_(programmer),1979,['chief technology officer']
Adam_Liaw,1978,judiciary
Adam_Lilling,1970,"['internet', 'venture capital']"
Adam_Lipiński,,office_holder
Adam_Lisagor,1978,[]
Adam_Loewy,,[]
Adam_Macklin,1989,athlete
Adam_Malima,,office_holder
Adam_Martin_Wyant,,office_holder
Adam_Matusiewicz,1973,politician
Adam_May_(television_reporter),,author/journalist
Adam_Mayfield,1976,actor
Adam_McArthur,,[]
Adam_McMullen,,politician
Adam_Mitchell_(golfer),1987,athlete
Adam_Namm,1963,['ambassador']
Adam_Nash_(executive),,['chief executive officer']
Adam_Neylon,1984,office_holder
Adam_Nicolson,,author/journalist
Adam_Nowak,1963,[]
Adam_Pettle,,author/journalist
Adam_Powell_(rugby_union),1987,athlete
Adam_Price,,politician
Adam_Putnam,,office_holder
Adam_R._Young,1982,office_holder
Adam_Rapp,,author/journalist
Adam_Ravenstahl,1984,office_holder
Adam_Riess,,academic
Adam_Roberts_(British_writer),,author/journalist
Adam_Roberts_(scholar),1940,[]
Adam_Robinson_(politician),1976,[]
Adam_Ruud,1983,athlete
Adam_S._Veige,,academic
Adam_Saleh,1993,[]
Adam_Sandow,,[]
Adam_Satchell,,office_holder
Adam_Schefter,1966,[]
Adam_Schiff,,office_holder
Adam_Scott_(golfer),,athlete
Adam_Sedgwick,1785,academic
Adam_Sender,,['hedge fund']
Adam_Shada,1985,athlete
Adam_Shaheen,1964,author/journalist
Adam_Shand_(journalist),1962,[]
Adam_Shareef,,office_holder
Adam_Silver,1962,office_holder
Adam_Simmonds,1977,office_holder
Adam_Skorek,1956,[]
Adam_Smarte,1987,athlete
Adam_Smith_(American_football),1990,athlete
Adam_Smith_(politician),,office_holder
Adam_Smoluk,1980,actor
Adam_Snow,,[]
Adam_Steltzner,1963,academic
Adam_Stevens_(NASCAR),1978,['pit stop']
Adam_Struzik,1957,office_holder
Adam_Szostkiewicz,1952,author/journalist
Adam_Taliaferro,1982,office_holder
Adam_Throop,1977,athlete
Adam_Tomkins,,academic
Adam_Tsuei,1959,business_person
Adam_Ulam,1922,author/journalist
Adam_Virgo,,athlete
Adam_Walsh_(American_football),1901,athlete
Adam_West,1928,[]
Adam_Whitelock,1987,athlete
Adam_Wierman,1979,academic
Adam_Williamson,,athlete
Adam_Wood,1955,office_holder
Adam_Wool,,office_holder
Adam_Wright_(water_polo),1977,athlete
Adam_of_Łowicz,,[]
Adam_von_Trott_zu_Solz,1909,judiciary
Adam_Żurowski,,academic
Adan_Mohammed,,office_holder
Adaora_Elonu,,athlete
Adaora_Udoji,,['the_boshia_group']
Adar_Poonawalla,,[]
Adarrial_Smylie,,athlete
Adarsh_Shastri,1973,office_holder
Adauto_Neto,1980,athlete
Addia_Wuchner,1955,office_holder
Addie_Jenne_Russell,,office_holder
Addison_Brown,1830,judiciary
Addison_Clark,1842,[]
Addison_Kelly,1875,athlete
Addison_Lockley,1991,athlete
Addison_T._Smith,,politician
Addison_Wiggin,,author/journalist
Ade_Dagunduro,1986,athlete
Adebayo_Ogunlesi,1953,[]
Adeel_Chaudhry,,[]
Adejoke_Ayoola,,academic
Adekunle_Ayeni,1976,[]
Adel_Al_Toraifi,1979,office_holder
Adel_Emam,1940,actor
Adel_Fakeih,1959,office_holder
Adel_Ferdosipour,1974,athlete
Adel_Safar,1953,office_holder
Adel_Sedra,1943,['electrical engineering']
Adel_Tamano,1970,office_holder
Adel_al-Jubeir,,office_holder
Adela_Mohseni,,[]
Adelaide_Carpenter,1944,academic
Adelaide_Hasse,1868,[]
Adelaide_Manning,1828,[]
Adele_Diamond,,academic
Adele_Goldberg_(computer_scientist),,academic
Adele_Goldberg_(linguist),,academic
Adele_Horin,,author/journalist
Adele_Khoury_Graham,1938,office_holder
Adeline_Ames,,academic
Adeline_Daley,1921,['columnist']
Adeline_Yen_Mah,1937,[]
Adem_Demaçi,1936,[]
Aden_Duale,1969,office_holder
Adenan_Satem,1944,politician
Adesayo_Oyedijo,1957,[]
Adesh_Kanwarjit_Singh_Brar,1922,office_holder
Adesola_Kazeem_Adeduntan,1969,office_holder
Adetokunbo_Lucas,1931,academic
Adetomiwa_Edun,1984,actor
Adeyemi_Ikuforiji,1958,office_holder
Adeyinka_Gladys_Falusi,,"['education', 'hematology', 'academic administration']"
Adi_Bulsara,1951,academic
Adi_Stein,1986,athlete
Adib_Boroumand,1924,artist
Adiele_Afigbo,1937,academic
Adil_Najam,,academic
Adin_B._Capron,1841,politician
Adin_Falkoff,1921,[]
Adisak_Kraisorn,,athlete
Adisak_Sensom-Eiad,,athlete
Aditi_Arya,1994,"['model (people)', 'beauty queen']"
Aditi_Chauhan,1992,athlete
Aditi_Pant,,academic
Aditi_Shankardass,,academic
Aditi_Vats,1992,"['model (people)', 'beauty queen']"
Aditya_Assarat,1972,author/journalist
Aditya_Chopra,1971,author/journalist
Aditya_Jha,,[]
Aditya_Mittal,1976,['arcelormittal']
Aditya_Prakash_(architect),1924,['architect']
Adlah_Donastorg_Jr.,1961,office_holder
Adlai_Stevenson_I,,office_holder
Adlai_Stevenson_II,,['ambassador']
Adlai_Stevenson_III,,politician
Adlai_Wertman,1959,[]
Adly_Mansour,1945,office_holder
Adlène_Hicheur,1976,academic
Admir_Salihović,1988,athlete
Adna_R._Johnson,1860,politician
Adnan_Adıvar,1882,[]
Adnan_Bin_Abdullah_Al_Mazrooa,1954,['taibah university']
Adnan_Buyung_Nasution,1934,judiciary
Adnan_Gulshair_el_Shukrijumah,1975,"['computer engineering', 'computer repair technician']"
Adnan_Haider_Randhawa,1979,[]
Adnan_Hassan_Mahmoud,1966,politician
Adnan_Hussein,,office_holder
Adnan_Kassar,1930,office_holder
Adnan_Khairallah,,office_holder
Adnan_Malik,0009,medical
Adnan_Mansour,1946,office_holder
Adnan_Menderes,,politician
Adnan_Omran,,office_holder
Adnan_Pachachi,,office_holder
Adnan_Polat,1953,politician
Adnan_Shah,,actor
Adnan_Yaakob,1950,politician
Adnan_Yılmaz,,politician
Adnan_al-Zurufi,1966,office_holder
Adnen_Mansser,1966,office_holder
Ado_Birk,,office_holder
Adolf_Bernhard_Christoph_Hilgenfeld,,academic
Adolf_Carl_Noé,1873,academic
Adolf_Dehn,1895,artist
Adolf_Engler,,academic
Adolf_Erik_Nordenskiöld,,academic
Adolf_Ernst,1832,academic
Adolf_Eugen_Fick,,academic
Adolf_Hurwitz,,academic
Adolf_Karl_Ludwig_Claus,1838,academic
Adolf_Kneser,,academic
Adolf_Lieben,1836,academic
Adolf_Mayer,,academic
Adolf_Meyer_(psychiatrist),,academic
Adolf_Mwesige,1966,[]
Adolf_Piltz,1855,academic
Adolf_Reinach,,academic
Adolf_Sieverts,1874,academic
Adolf_von_Baeyer,,academic
Adolf_von_Steiger,,office_holder
Adolfas_Jucys,1904,academic
Adolfo_Aguilar_Zínser,,politician
"Adolfo_Carrión,_Jr.",,office_holder
Adolfo_Diz,1931,office_holder
Adolfo_Figueroa-Viñas,1949,academic
Adolfo_García-Sastre,,academic
Adolfo_Nicolás,1936,religious_figure
Adolfo_Panfili,1955,medical
Adolfo_Pérez_Esquivel,1931,[]
Adolfo_Suárez,,office_holder
Adolfo_Suárez_Illana,1964,['bullfighting']
Adolph_Dial,1922,[]
Adolph_E._Borie,,office_holder
Adolph_F._Bechdolt,1846,athlete
Adolph_G._Metzner,1834,"['american civil war', 'pharmacist']"
Adolph_J._Lewandowski,1905,athlete
Adolph_J._Sabath,,politician
Adolph_Jensen,1866,academic
Adolph_Knopf,1882,academic
Adolph_Murie,1899,author/journalist
Adolph_Rupp,,athlete
Adolph_Strecker,1822,academic
Adolph_Wagner,,academic
Adolphe_Chenevière,1855,author/journalist
Adolphe_Lafargue,1855,office_holder
Adolphe_Quetelet,,academic
Adolphus_Washington,,athlete
Adonijah_Welch,,office_holder
Adoniram_J._Holmes,1842,politician
Adoniram_J._Warner,,office_holder
Adoniram_Judson,1788,[]
Adonis_Georgiadis,1972,politician
Adonis_Santa_Maria,1979,athlete
Adriaan_Blaauw,,academic
Adriaan_Cornelis_Zaanen,1913,academic
Adriaan_Fokker,,academic
Adriaan_Nicolaas_Petrus_Pelzer,1915,[]
Adriaan_Stoop,1856,[]
Adriaan_Strauss,1985,athlete
Adriaan_Vlok,1937,office_holder
Adriaan_van_Maanen,,academic
Adriaan_van_Wijngaarden,,academic
Adriaan_van_den_Spiegel,1578,medical
Adriaen_van_der_Donck,1618,[]
Adrian_A._Basora,1938,['ambassador']
Adrian_Allinson,1890,artist
Adrian_Bailey,,politician
Adrian_Banks,,athlete
Adrian_Beers,1916,['double bass']
Adrian_Bejan,,['duke university']
Adrian_Bird,1947,academic
Adrian_Bowyer,1952,[]
Adrian_Brooks,1957,athlete
Adrian_Bryan-Brown,1956,['press agent']
Adrian_Buoncristiani,,athlete
Adrian_Caesar,1955,author/journalist
Adrian_Cashmore,1973,athlete
Adrian_Celada,,athlete
Adrian_Cheng,,"['new world development', 'k11 art foundation']"
Adrian_Cristobal,1932,author/journalist
Adrian_Davies,1962,"['barrister', 'solicitor']"
Adrian_Davies_(rugby_union),1969,athlete
Adrian_Dingle_(American_football),,athlete
Adrian_Dixon,1948,medical
Adrian_Dorber,1952,religious_figure
Adrian_Evangelista,1989,artist
Adrian_Fenty,,office_holder
Adrian_Fulford,1953,judiciary
Adrian_G._Duplantier,1929,judiciary
Adrian_Gibson,1935,politician
Adrian_Greenwood,1973,author/journalist
Adrian_Grenier,1976,[]
Adrian_Hanauer,1966,[]
Adrian_Hardiman,,office_holder
Adrian_Hasler,,office_holder
Adrian_Hilburn,1987,athlete
Adrian_Ioana,1981,academic
Adrian_Jarvis,1983,athlete
Adrian_Johns,1951,office_holder
Adrian_Kaehler,,academic
Adrian_Kekec,1985,athlete
Adrian_Klemm,,athlete
Adrian_LeRoy,1987,athlete
Adrian_Leftwich,1940,['internal resistance to apartheid']
Adrian_Lindsey,,athlete
Adrian_Lombard,1915,['engineer']
Adrian_Madise,1980,athlete
Adrian_Marian,1955,[]
Adrian_McKinty,1968,author/journalist
Adrian_Mihai_Ionescu,,academic
"Adrian_Moss_(basketball,_born_1988)",,athlete
Adrian_Newey,1958,[]
Adrian_Newman_(bishop),1958,religious_figure
Adrian_Nicole_LeBlanc,,author/journalist
Adrian_Năstase,,office_holder
Adrian_Pagan,,academic
Adrian_Parr,1967,author/journalist
Adrian_Piccoli,1970,politician
Adrian_Piper,1948,[]
Adrian_Ramsay,,office_holder
Adrian_Regnier,1889,athlete
Adrian_Serioux,,athlete
Adrian_Slade,,politician
Adrian_Smith_(basketball),,athlete
Adrian_Smith_(politician),,office_holder
Adrian_Smith_(statistician),,academic
Adrian_Stoop,,athlete
Adrian_Swire,1932,[]
Adrian_Tchaikovsky,,author/journalist
Adrian_Tucker,1976,athlete
Adrian_Van_de_Graaff,,athlete
Adrian_van_Hooydonk,1964,[]
Adriana_Abenia,1984,actor
Adriana_Altaras,1960,[]
Adriana_Bittel,1946,author/journalist
Adriana_Dorn,1986,"['public relations', 'beauty queen']"
Adriana_Farmiga,1974,[]
Adriana_Hoffmann,,academic
Adriana_Krnáčová,,office_holder
Adriana_Kugler,1969,office_holder
Adriana_Ocampo,1955,academic
Adriana_Taylor,1946,office_holder
Adriana_Vacarezza,1959,actor
Adrianne_Wadewitz,1977,[]
Adriano_Belli,1977,athlete
Adriano_Espaillat,,office_holder
Adriano_Garsia,1928,academic
Adriano_Moreira,1922,office_holder
Adriano_Sánchez_Roa,1956,office_holder
Adriano_de_Lima,1981,athlete
Adrianus_de_Hoop,,academic
Adriel_Brathwaite,1962,office_holder
Adriel_Hampton,1978,"['ams_psychographics', 'the_adriel_hampton_group']"
Adrien_Brody,1973,[]
Adrien_Mörk,,athlete
Adrien_Sturt,,athlete
Adrien_de_Gerlache,1866,[]
Adrienne_Adams,1906,artist
Adrienne_Alexander,1954,actor
Adrienne_Arsenault,1967,author/journalist
Adrienne_Arsht,1942,['philanthropy']
Adrienne_Clarke,,office_holder
Adrienne_Evans,,academic
Adrienne_Jablanczy,,['institut supérieur européen de gestion group']
Adrienne_Maloof,1961,[]
Adrienne_Marie,,athlete
Adrienne_Mayor,1946,academic
Adrienne_Russell,1971,[]
Adrienne_Thomas,,office_holder
Adrin_Nazarian,1973,politician
Adris_Deleon,,athlete
Adryan_Fitra_Azyus,1985,[]
Adva_Twil,1985,athlete
Ady_Spencer,1973,athlete
Adán_Vergara,1981,athlete
Adélaïde_Leroux,1982,[]
Aengus_Ó_Snodaigh,,office_holder
Afelee_F._Pita,1958,politician
Afet_İnan,1908,[]
Afoa_Moega_Lutu,1947,[]
Afonso_Pena,,politician
Afrasiab_Khattak,,office_holder
African_Feminist_Forum,1940,[]
African_Grant,1965,athlete
Afroditi_Krassa,1974,"['interior design', 'product design']"
Afroz_Ahmad,1958,['environmental science']
Afsana_Mimi,0020,[]
Afsar_Asadi,1958,actor
Afshan_Azad,1988,actor
Afshin_Ghaffarian,1986,actor
Aftab_Ahmad_Sherpao,1944,office_holder
Aftab_Ahmed_(Sind_University_cricketer),,athlete
Aftab_Ghulam_Nabi_Kazi,1919,office_holder
Afton_Williamson,1985,[]
Afusipa_Taumoepeau,1990,athlete
Aga_Muhlach,1969,actor
Aganetha_Dyck,1937,artist
Agar_Wynne,1850,politician
Agata_Kornhauser-Duda,1972,office_holder
Agatha_Sangma,1980,office_holder
Agenor_Mafra-Neto,1964,academic
Aggrey_Awori,1939,[]
Aggrey_Mwanri,,office_holder
Agha_Danish,,['military person']
Agha_Javed_Pathan,1972,[]
Agha_Shahid_Ali,1949,artist
Agnes_Akiror,1968,politician
Agnes_Arber,1879,academic
Agnes_Catherine_Maitland,1850,[]
Agnes_Claypole_Moody,1870,academic
Agnes_Denes,1931,artist
Agnes_Jongerius,1960,office_holder
Agnes_Kant,1967,politician
Agnes_Martin,,artist
Agnes_Mary_Mansour,1931,[]
Agnes_Milowka,1981,author/journalist
Agnes_Mongan,1905,[]
Agnes_Moorehead,1900,[]
Agneta_Stark,1946,academic
Agnete_Bræstrup,1909,medical
Agni_Sapkota,,office_holder
Agnus_Berenato,,athlete
Agostinho_Mondlane,,office_holder
Agostinho_Silva,1963,office_holder
Agostino_Lanzillo,,politician
Agripino_Cawich,1947,office_holder
Agum_Gumelar,1945,office_holder
Agung_Laksono,,politician
Agus_Martowardojo,1956,office_holder
Agustus_Montrose,,author/journalist
Agustín_Carstens,1958,office_holder
Agustín_Guerrero_Castillo,1959,[]
Agustín_Rossi,1959,office_holder
Agys_Ramsaran_Verma,,office_holder
Aharon_Appelfeld,,author/journalist
Aharon_Barak,,judiciary
Aharon_Doron,1922,athlete
Aharon_Lichtenstein,1933,[]
Aharon_Razin,1935,academic
Aharon_Wasserman,1986,business_person
Ahatanhel_Krymsky,,academic
Ahliman_Amiraslanov,1947,academic
Ahmad_Abdulal,1942,judiciary
Ahmad_Akbarpour,1970,author/journalist
Ahmad_Alirezabeighi,1957,politician
Ahmad_Ammar_Ahmad_Azam,1993,[]
Ahmad_Awad_bin_Mubarak,1968,office_holder
Ahmad_Bateman,1961,athlete
Ahmad_Faraz,,artist
Ahmad_Fuadi,1972,business_person
Ahmad_Ghanizadeh,,office_holder
Ahmad_Ghany,1984,['mcmaster university']
Ahmad_Hakimipour,1963,politician
Ahmad_Hasan_Dani,,academic
Ahmad_Husni_Hanadzlah,1952,politician
Ahmad_Ismail_(Malaysian_politician),1955,politician
Ahmad_Jarba,1969,office_holder
Ahmad_Kamyabi_Mask,1944,author/journalist
Ahmad_Karami,1944,office_holder
Ahmad_Maher_(diplomat),1935,office_holder
Ahmad_Maslan,1966,politician
Ahmad_Mattar,,office_holder
Ahmad_Mohamed_Ibrahim,1916,office_holder
Ahmad_Mukhtar,1946,office_holder
Ahmad_Mukhtar_Baban,,office_holder
Ahmad_Nady,1981,artist
Ahmad_Naser_Sarmast,,['ethnomusicology']
Ahmad_Obeidat,1938,office_holder
Ahmad_Said,,politician
Ahmad_Shabery_Cheek,,politician
Ahmad_Shuja_Pasha,1952,office_holder
Ahmad_Ssengendo,1959,['academia']
Ahmad_Tasnim,1935,['military person']
Ahmad_Taufik,,[]
Ahmad_Tavakkoli,,politician
Ahmad_Tejan_Kabbah,,politician
Ahmad_Tejan_Sillah,,politician
Ahmad_Thomson,,['barrister']
Ahmad_Tousi,1947,athlete
Ahmad_Yaakob,1950,politician
Ahmad_bin_Abdullah_Al_Mahmoud,,office_holder
Ahmadou_Lamine_Ndiaye,1937,office_holder
Ahmed_Abdel-Sattar,1984,athlete
Ahmed_Adeeb,,office_holder
Ahmed_Al-Fahad_Al-Ahmed_Al-Sabah,1963,office_holder
Ahmed_Alhatti,1968,['cayan_group']
Ahmed_Asmat_Abdel-Meguid,,office_holder
Ahmed_Benchemsi,1974,author/journalist
Ahmed_Chalabi,,office_holder
Ahmed_Fahour,1966,['australia post']
Ahmed_Friaa,1949,politician
Ahmed_G._Cuizon,1965,office_holder
Ahmed_Galal_(politician),,office_holder
Ahmed_Gamal_El-Din_Moussa,1951,[]
Ahmed_Ghappour,1980,[]
Ahmed_Hassan_Said,1961,office_holder
Ahmed_Humayun,1936,[]
Ahmed_Hussain_A._Kazi,1920,office_holder
Ahmed_Hussain_Macan_Markar,,politician
Ahmed_Hussen,,politician
Ahmed_Issack_Hassan,1970,office_holder
Ahmed_Jabari,1960,[]
Ahmed_K._Elmagarmid,1954,academic
Ahmed_Kathrada,,politician
Ahmed_Khadr,1948,[]
Ahmed_Khairi_Alomari,1970,author/journalist
Ahmed_M._Hassan,,office_holder
Ahmed_Mansour_(journalist),1962,author/journalist
Ahmed_Mater,1979,artist
Ahmed_Mekki,1941,office_holder
Ahmed_Mohamed_Al-Hofi,1910,author/journalist
Ahmed_Mohamed_Mohamoud,,office_holder
Ahmed_Mohiuddin,1923,academic
Ahmed_Muhtar_Pasha,,office_holder
Ahmed_Mulay_Ali_Hamadi,1954,office_holder
Ahmed_Nazif,,office_holder
Ahmed_Ould_Daddah,1942,office_holder
Ahmed_Patel,,office_holder
Ahmed_Sameh,,academic
Ahmed_Seada,1983,[]
Ahmed_Shafik_(sexologist),,academic
Ahmed_Shaheed,,office_holder
Ahmed_Sharif,,author/journalist
Ahmed_Shihab-Eldin,1984,[]
Ahmed_Sofa,,author/journalist
Ahmed_Subhy_Mansour,1949,['clergy']
Ahmed_Sultan_Bin_Sulayem,1978,"['dubai multi commodities centre', 'wgs84_pos#spatialthing']"
Ahmed_Tijjani_Mora,,"['education', 'pharmacy', 'academic administration']"
Ahmed_Toufiq_Hejira,1959,office_holder
Ahmed_Yassin,1937,['imam']
Ahmed_Yousif_Ahmed_Al_Draiweesh,1959,academic
Ahmed_Zaki_Badreldin,,office_holder
Ahmed_Zaki_Yamani,,politician
Ahmed_Zewail,,academic
Ahmed_bin_Saeed_Al_Maktoum,1958,"['emirates (airline)', 'dubai world', 'flydubai', 'noor bank', 'noor takaful', 'dubai aviation city corporation', 'noor_investment_group']"
Ahmed_el-Tayeb,1946,office_holder
Ahmed_İhsan_Kırımlı,,office_holder
Ahmedou_Ould-Abdallah,1940,office_holder
Ahmet_Altan,1950,['taraf']
Ahmet_Aydın,,politician
Ahmet_Bozer,1960,"['president', 'vice president']"
Ahmet_Burak_Erdoğan,1979,[]
Ahmet_Davutoğlu,1959,office_holder
Ahmet_Emin_Yalman,1888,[]
Ahmet_Hakan,1967,[]
Ahmet_Hamdi_Tanpınar,,artist
Ahmet_Kenan_Tanrıkulu,,politician
Ahmet_Kural,1982,[]
Ahmet_Mete_Işıkara,1941,academic
Ahmet_Necdet_Sezer,,office_holder
